Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
NXPH2	NPH2	ENSG00000144227	"Neurexophilin 2"	O95156	2	138669157-138780390	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	10	"brain: 2.8;kidney: 3.9;ovary: 4.2;retina: 2.2"	"Cell type enriched"	"Detected in some"	6	"Inhibitory neurons: 148.3"	"Cancer enhanced"	"Detected in single"		"glioma: 0.5"	"Group enriched"	"Detected in many"	4	"medulla oblongata: 15.6;midbrain: 16.2;pons: 27.8"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Bone cancer: 3.6;Rhabdoid: 6.5"	"Adipose visceral - Mesothelial cells, Colon - Colon enteroendocrine cells, Kidney - Intercalated cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA034759	Approved				"Secreted in brain"	"No annotated function"	NA	Yes				"Cluster 64: Neuronal - Transcription"	"Cluster 49: Hindbrain - Mixed function"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 65: Neurons - Synaptic function"				"HPA034759: AB_10669732"	"unprognostic (5.83e-2)"				"unprognostic (8.83e-2)"			"unprognostic (1.41e-1)"		"unprognostic (2.72e-1)"	"unprognostic (1.80e-1)"						
HMX2	NKX5-2	ENSG00000188816	"H6 family homeobox 2"	A2RU54	10	123148136-123150672	"Predicted intracellular proteins, Transcription factors"	"Differentiation, Neurogenesis, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	9	"brain: 1.7;kidney: 1.8"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 5.8;Oocytes: 1.5"	"Cancer enhanced"	"Detected in single"		"cervical cancer: 0.9"	"Region enhanced"	"Detected in some"		"midbrain: 4.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Leukemia: 3.3"	"Colon - Colon enteroendocrine cells"	"Not detected"	"Not detected"			"Region enhanced"	"Detected in single"		"hypothalamus: 2.4"	"CAB013268, CAB022752"	Approved						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 24: Non-specific - Unknown function"	"Cluster 61: Plasma cells - Immunoglobulins & histones"				"CAB013268: , CAB022752: "	"unprognostic (3.98e-2)"	"unprognostic (1.00e-3)"	"unprognostic (1.44e-1)"	"unprognostic (7.18e-2)"		"unprognostic (2.73e-2)"		"unprognostic (7.64e-2)"	"unprognostic (3.29e-1)"		"unprognostic (2.10e-3)"	"unprognostic (5.29e-1)"		"unprognostic (5.01e-2)"			"unprognostic (2.25e-1)"
HNF1A	"HNF1, HNF1alpha, LFB1, MODY3, TCF1"	ENSG00000135100	"HNF1 homeobox A"		12	120978543-121002512	"Cancer-related genes, Human disease related genes, Predicted intracellular proteins"			"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"			"Group enriched"	"Detected in some"	9	"intestine: 13.7;kidney: 8.4;liver: 10.9;pancreas: 4.8;stomach 1: 3.7"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 8.3;Hepatocytes: 14.3;Intestinal goblet cells: 12.4;Oocytes: 25.7;Paneth cells: 16.0;Proximal enterocytes: 31.1;Proximal tubular cells: 14.3;Undifferentiated cells: 10.3"	"Group enriched"	"Detected in many"	4	"colorectal cancer: 4.5;liver cancer: 3.6;pancreatic cancer: 1.4;renal cancer: 3.6;stomach cancer: 4.5"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 14.9;Gastric cancer: 9.8;liver cancer: 18.1"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Respiratory ciliated cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB010430, HPA035231"	Enhanced		Supported	Nucleoplasm			NA	NA				"Cluster 37: Liver & Intestine - Lipid metabolism"		"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 22: Proximal enterocytes - Digestion"		Nucleoplasm		"CAB010430: AB_2116746, HPA035231: AB_2674528"	"unprognostic (5.92e-3)"	"unprognostic (8.47e-2)"	"unprognostic (4.12e-3)"	"unprognostic (6.18e-3)"	"unprognostic (3.72e-1)"	"unprognostic (1.27e-2)"	"unprognostic (9.18e-2)"	"unprognostic (9.18e-2)"	"unprognostic (2.99e-1)"	"unprognostic (2.01e-1)"	"unprognostic (9.77e-3)"	"unprognostic (5.21e-2)"	"unprognostic (6.25e-3)"	"unprognostic (5.55e-2)"	"unprognostic (2.48e-1)"		"unprognostic (6.93e-3)"
SLC47A2	"FLJ31196, MATE2, MATE2-K"	ENSG00000180638	"Solute carrier family 47 member 2"	Q86VL8	17	19678288-19718979	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Antiport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	9	"choroid plexus: 126.6;kidney: 54.3"	"Cell type enriched"	"Detected in some"	5	"Proximal tubular cells: 81.1"	"Cancer enhanced"	"Detected in some"		"glioma: 2.6;renal cancer: 4.0"	"Region enhanced"	"Detected in all"		"choroid plexus: 79.2"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"Brain cancer: 3.9;Kidney cancer: 3.7"	"Breast - Breast myoepithelial cells, Kidney - Proximal tubular cells"					"Low region specificity"	"Detected in single"										NA	NA				"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 3: Choroid plexus - Cilium"	"Cluster 72: Neuronal - Signal transduction"	"Cluster 38: Proximal tubular cells - Transmembrane transport"					"unprognostic (4.52e-3)"	"unprognostic (8.28e-3)"	"unprognostic (1.54e-1)"	"unprognostic (4.99e-2)"	"prognostic unfavorable (8.95e-4)"	"unprognostic (5.22e-2)"	"unprognostic (2.72e-1)"	"unprognostic (1.99e-2)"	"unprognostic (3.29e-2)"	"unprognostic (1.51e-1)"	"unprognostic (1.36e-3)"	"unprognostic (7.77e-2)"	"unprognostic (1.04e-3)"	"unprognostic (4.33e-2)"	"unprognostic (1.61e-1)"	"unprognostic (6.44e-2)"	"unprognostic (5.71e-2)"
TRPV5	"CaT2, ECAC1"	ENSG00000127412	"Transient receptor potential cation channel subfamily V member 5"	Q9NQA5	7	142908101-142933746	"Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Calcium transport, Ion transport, Transport"	"Calcium channel, Calmodulin-binding, Ion channel"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	9	"brain: 1.6;kidney: 4.3"	"Cell type enriched"	"Detected in some"	7	"Oligodendrocytes: 14.1"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA063175	Uncertain						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 66: Non-specific - Mitochondria"	"Cluster 51: Oligodendrocytes - Unknown function"	1			"HPA063175: AB_2684954"	"unprognostic (7.44e-2)"	"unprognostic (3.93e-2)"		"unprognostic (1.22e-2)"	"unprognostic (4.20e-2)"	"unprognostic (1.98e-1)"		"unprognostic (3.26e-1)"	"unprognostic (3.05e-1)"	"unprognostic (2.78e-2)"	"unprognostic (1.07e-1)"	"unprognostic (7.95e-2)"	"unprognostic (7.73e-4)"	"unprognostic (4.87e-2)"	"unprognostic (3.41e-1)"	"unprognostic (4.58e-1)"	"unprognostic (7.76e-3)"
C11orf54	PTD012	ENSG00000182919	"Chromosome 11 open reading frame 54"	Q9H0W9	11	93741591-93764749	"Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	8	"kidney: 547.7;liver: 250.6"	"Group enriched"	"Detected in all"	4	"Hepatocytes: 342.9;Proximal tubular cells: 1119.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA040088, HPA040511"	Approved		Approved	"Nucleoplasm,Nuclear bodies"			NA	NA		1300000	"Cluster 21: Neutrophils - Unknown function"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 30: White matter - Myelination"	"Cluster 24: Non-specific - Unknown function"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	3	"Nuclear bodies"	Nucleoplasm	"HPA040088: AB_10795518, HPA040511: AB_10795369"	"unprognostic (3.32e-2)"	"unprognostic (3.51e-1)"	"unprognostic (1.67e-3)"	"unprognostic (2.62e-2)"	"unprognostic (1.82e-2)"	"unprognostic (1.90e-2)"	"unprognostic (2.81e-2)"	"unprognostic (1.01e-1)"	"unprognostic (2.46e-2)"	"unprognostic (2.87e-1)"	"unprognostic (2.10e-3)"	"unprognostic (1.58e-1)"	"prognostic favorable (5.06e-6)"	"unprognostic (2.19e-1)"	"unprognostic (6.10e-2)"	"unprognostic (2.41e-2)"	"unprognostic (6.53e-3)"
DAO	"DAAO, DAMOX"	ENSG00000110887	"D-amino acid oxidase"	P14920	12	108858932-108901043	"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"		Oxidoreductase	Schizophrenia	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	8	"brain: 48.0;kidney: 86.9;liver: 145.1"	"Group enriched"	"Detected in some"	11	"Hepatocytes: 56.4;Proximal tubular cells: 69.1"	"Cancer enriched"	"Detected in some"	9	"liver cancer: 13.2"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Group enriched"	"Detected in some"	10	"cerebellum: 66.4;pons and medulla: 20.2"	"Low region specificity"	"Detected in many"			"HPA038653, HPA038654"	Enhanced				"Intracellular and membrane"	Enzyme	NA	NA				"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 25: Non-specific - Transcription"	"Cluster 18: Liver cancer - Metabolism"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	1			"HPA038653: AB_10673016, HPA038654: AB_10673285"	"unprognostic (1.50e-1)"	"unprognostic (5.61e-2)"	"unprognostic (1.43e-1)"	"unprognostic (2.91e-1)"	"unprognostic (2.18e-1)"	"unprognostic (2.99e-2)"	"unprognostic (2.31e-3)"	"unprognostic (8.02e-2)"	"unprognostic (2.88e-2)"	"unprognostic (9.59e-2)"	"unprognostic (9.07e-2)"	"unprognostic (7.13e-2)"	"prognostic favorable (4.11e-4)"	"unprognostic (3.44e-3)"	"unprognostic (8.96e-2)"	"unprognostic (2.67e-1)"	"unprognostic (2.17e-1)"
DPEP1		ENSG00000015413	"Dipeptidase 1"	P16444	16	89613308-89638456	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism"	"Dipeptidase, Hydrolase, Metalloprotease, Protease"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"intestine: 376.5;kidney: 253.3;pancreas: 490.7"	"Group enriched"	"Detected in many"	6	"Peritubular cells: 1200.8;Proximal enterocytes: 4594.6"	"Cancer enriched"	"Detected in many"	8	"colorectal cancer: 107.4"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	5	"colorectal cancer: 134.1"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Stomach - Gastric enteroendocrine cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA009426, HPA012783"	Enhanced		Approved	"Nucleoplasm,Cell Junctions"	"Intracellular and membrane"	Enzyme	NA	NA		370000		"Cluster 48: Stomach - Proteolysis"	"Cluster 46: Brainstem - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"	2	"Nucleoplasm, Cell Junctions"		"HPA009426: AB_1847842, HPA012783: AB_1847843"	"unprognostic (3.31e-2)"	"unprognostic (3.86e-1)"	"unprognostic (1.37e-1)"	"unprognostic (1.95e-2)"	"unprognostic (1.91e-2)"	"unprognostic (4.93e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.89e-1)"	"unprognostic (3.45e-2)"	"unprognostic (5.18e-1)"	"unprognostic (8.68e-2)"	"unprognostic (1.27e-1)"	"prognostic favorable (6.84e-4)"	"unprognostic (6.12e-3)"	"unprognostic (1.92e-1)"	"unprognostic (5.23e-2)"	"unprognostic (3.93e-2)"
HGD	"AKU, HGO"	ENSG00000113924	"Homogentisate 1,2-dioxygenase"	Q93099	3	120628172-120682269	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Phenylalanine catabolism, Tyrosine catabolism"	"Dioxygenase, Oxidoreductase"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"kidney: 192.9;liver: 729.7"	"Group enriched"	"Detected in many"	4	"Hepatocytes: 623.2;Proximal tubular cells: 422.1"	"Cancer enriched"	"Detected in many"	4	"liver cancer: 119.8"	"Low region specificity"	"Detected in some"			"Immune cell enriched"	"Detected in single"	6	"neutrophil: 1.1"	"Lineage enriched"	"Detected in single"	6	"granulocytes: 1.1"	"Cancer enhanced"	"Detected in many"		"Kidney cancer: 42.7;liver cancer: 42.4"	"Breast - Breast glandular cells, Breast - Breast glandular cells, Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Prostate - Prostate glandular cells, Skin - Sebaceous gland cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"HPA047374, HPA052359"	Enhanced		Approved	"Golgi apparatus"			NA	NA		700000	"Cluster 28: Neutrophils - Unknown function"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	2	"Golgi apparatus"		"HPA047374: AB_2680019, HPA052359: AB_2681798"	"unprognostic (1.36e-1)"	"unprognostic (9.89e-2)"	"unprognostic (3.93e-2)"	"prognostic favorable (1.78e-4)"	"unprognostic (1.56e-1)"	"unprognostic (2.05e-1)"	"unprognostic (5.65e-3)"	"unprognostic (7.20e-2)"	"unprognostic (6.05e-2)"	"unprognostic (2.41e-3)"	"unprognostic (2.68e-2)"	"unprognostic (1.16e-1)"	"unprognostic (4.29e-3)"	"unprognostic (8.57e-2)"	"unprognostic (1.78e-1)"	"unprognostic (3.71e-3)"	"unprognostic (1.43e-1)"
NPHS1	"CNF, NPHN"	ENSG00000161270	"NPHS1 adhesion molecule, nephrin"	O60500	19	35825372-35869287	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Cell adhesion, Myogenesis"	"Developmental protein"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	8	"kidney: 40.3;pancreas: 22.1"	"Cell type enhanced"	"Detected in some"		"Bipolar cells: 49.8;Collecting duct cells: 68.1;Early spermatids: 15.9;Exocrine glandular cells: 20.6;Glandular and luminal cells: 22.1"	"Cancer enhanced"	"Detected in some"		"pancreatic cancer: 0.6"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Podocytes, Stomach - Gastric enteroendocrine cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			CAB035555	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 6: Non-specific - Immune response"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 37: Glandular & Luminal cells - Unknown function"	3			"CAB035555: "	"unprognostic (3.42e-2)"	"unprognostic (1.53e-1)"	"unprognostic (1.96e-1)"	"unprognostic (3.53e-2)"	"unprognostic (1.65e-1)"	"unprognostic (2.39e-2)"	"unprognostic (6.47e-3)"	"unprognostic (2.25e-2)"	"unprognostic (1.58e-1)"	"unprognostic (1.69e-1)"	"unprognostic (3.32e-2)"	"unprognostic (3.17e-1)"	"unprognostic (3.83e-5)"	"unprognostic (4.30e-2)"	"unprognostic (4.38e-2)"	"unprognostic (1.20e-1)"	"unprognostic (2.05e-1)"
PAX8	PAX-8	ENSG00000125618	"Paired box 8"	Q06710	2	113215997-113278921	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Transcription, Transcription regulation"	"Developmental protein, DNA-binding"	"Cancer-related genes, Congenital hypothyroidism, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"kidney: 260.2;thyroid gland: 548.5"	"Cell type enhanced"	"Detected in many"		"Basal prostatic cells: 60.5;Collecting duct cells: 221.7;Glandular and luminal cells: 235.1;Proximal tubular cells: 117.0;Secretory cells: 102.8"	"Group enriched"	"Detected in many"	12	"endometrial cancer: 60.6;ovarian cancer: 63.5;renal cancer: 33.2;thyroid cancer: 122.2"	"Low region specificity"	"Detected in many"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Group enriched"	"Detected in many"	6	"Kidney cancer: 107.3;ovarian cancer: 135.6;Sarcoma: 61.2;thyroid cancer: 75.1;Uterine cancer: 158.2"		"Region enriched"	"Detected in some"	4	"pons and medulla: 5.5"					"HPA030062, CAB055097, CAB061888, HPA064554"	Enhanced		Enhanced	Nucleoplasm			NA	NA			"Cluster 18: Non-specific - Translation"	"Cluster 51: Thyroid gland - Unknown function"	"Cluster 43: Hindbrain - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 37: Glandular & Luminal cells - Unknown function"	10	Nucleoplasm		"CAB055097: AB_2236705, CAB061888: AB_10895719, HPA030062: AB_10603982, HPA064554: AB_2685283"	"unprognostic (2.63e-3)"	"unprognostic (3.80e-1)"	"unprognostic (1.17e-1)"	"prognostic unfavorable (1.75e-5)"	"unprognostic (7.24e-2)"	"unprognostic (5.16e-5)"	"unprognostic (1.56e-2)"	"unprognostic (3.29e-2)"	"unprognostic (1.03e-1)"	"unprognostic (2.16e-1)"	"unprognostic (4.13e-2)"	"unprognostic (4.00e-2)"	"unprognostic (3.37e-2)"	"unprognostic (3.27e-1)"	"unprognostic (2.37e-1)"	"unprognostic (8.93e-3)"	"unprognostic (1.02e-1)"
RIDA	"HRSP12, P14.5, PSP, UK114"	ENSG00000132541	"Reactive intermediate imine deaminase A homolog"	P52758	8	98102344-98117171	"Enzymes, Plasma proteins, Predicted intracellular proteins"	"Lipid metabolism"	"Hydrolase, RNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	8	"kidney: 477.6;liver: 1488.9"	"Group enriched"	"Detected in all"	6	"Hepatocytes: 931.4;Proximal tubular cells: 1071.8"	"Group enriched"	"Detected in all"	5	"liver cancer: 162.2;renal cancer: 42.5"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA022856, HPA023489"	Enhanced						NA	NA		5000000	"Cluster 33: Non-specific - ATP binding"	"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 40: Non-specific - Unknown function"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"				"HPA022856: AB_1858253, HPA023489: AB_1858252"	"unprognostic (1.67e-2)"	"unprognostic (3.73e-1)"	"unprognostic (1.29e-1)"	"unprognostic (1.10e-1)"	"unprognostic (4.16e-1)"	"unprognostic (2.20e-2)"	"prognostic favorable (9.61e-6)"	"unprognostic (6.08e-2)"	"unprognostic (1.13e-1)"	"unprognostic (3.15e-1)"	"unprognostic (2.81e-1)"	"unprognostic (4.46e-1)"	"unprognostic (1.55e-1)"	"unprognostic (1.73e-1)"	"unprognostic (2.04e-1)"	"unprognostic (2.08e-2)"	"unprognostic (1.51e-2)"
SLC23A3	"FLJ31168, SVCT3, Yspl1"	ENSG00000213901	"Solute carrier family 23 member 3"	Q6PIS1	2	219161465-219170095	"Predicted membrane proteins, Transporters"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	8	"intestine: 17.9;kidney: 43.9"	"Group enriched"	"Detected in many"	4	"Proximal enterocytes: 50.3;Proximal tubular cells: 12.7"	"Cancer enriched"	"Detected in some"	9	"renal cancer: 5.5"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Kidney - Proximal tubular cells"	"Region enhanced"	"Detected in single"		"cerebral cortex: 1.3"	"Not detected"	"Not detected"			HPA019059			Approved	"Nucleoplasm,Cell Junctions"			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 25: Non-specific - Transcription"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 22: Proximal enterocytes - Digestion"		Nucleoplasm	"Cell Junctions"	"HPA019059: AB_1857017"	"unprognostic (2.49e-2)"	"unprognostic (6.65e-2)"	"unprognostic (2.05e-4)"	"unprognostic (6.97e-2)"	"unprognostic (8.41e-2)"	"unprognostic (1.22e-2)"	"unprognostic (9.07e-2)"	"unprognostic (1.93e-1)"	"unprognostic (4.01e-2)"	"unprognostic (4.35e-2)"	"unprognostic (3.10e-1)"	"unprognostic (6.12e-4)"	"unprognostic (9.42e-2)"	"unprognostic (6.48e-2)"	"unprognostic (2.41e-2)"	"unprognostic (3.34e-1)"	"unprognostic (6.52e-5)"
